status,migration,file
C,测试验证,E:\football_v\09_MODEL_EXPLANATION_ENGINE\explanation_report\report_generator.py
C,测试验证,E:\football_v\09_MODEL_EXPLANATION_ENGINE\fusion_explainer\fusion_explainer.py
C,测试验证,E:\football_v\09_MODEL_EXPLANATION_ENGINE\poisson_explainer\poisson_explainer.py
C,测试验证,E:\football_v\09_MODEL_EXPLANATION_ENGINE\registry\explanation_registry.json
C,测试验证,E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_deploy_report.json
C,测试验证,E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_test_report.json
B,整理后迁移,E:\football_v\09_MODEL_EXPLANATION_ENGINE\xgboost_explainer\xgboost_explainer.py
C,测试验证,E:\football_v\09_Prediction_System\model_result_adapter.py
B,整理后迁移,E:\football_v\09_Prediction_System\prediction_history.py
C,测试验证,E:\football_v\09_Prediction_System\prediction_monitor.py
C,测试验证,E:\football_v\09_Prediction_System\prediction_pipeline.py
C,测试验证,E:\football_v\09_Prediction_System\prediction_report_generator.py
C,测试验证,E:\football_v\09_Prediction_System\prediction_service_adapter.py
C,测试验证,E:\football_v\09_Prediction_System\probability_adapter.py
C,测试验证,E:\football_v\09_Prediction_System\score_adapter.py
C,测试验证,E:\football_v\09_Prediction_System\tests\test_phase2_adapter.py
C,测试验证,E:\football_v\09_Prediction_System\tests\test_prediction_system.py
D,归档,E:\football_v\100_FINAL_MATCH_DECISION_SYSTEM\module.py
C,测试验证,E:\football_v\100_SELF_EVOLUTION_ENGINE\module.py
C,测试验证,E:\football_v\101_REAL_MARKET_INTELLIGENCE_ENGINE\module.py
C,测试验证,E:\football_v\102_ODDS_MOVEMENT_ANALYSIS_ENGINE\module.py
C,测试验证,E:\football_v\103_CAPITAL_FLOW_TRACKING_ENGINE\module.py
C,测试验证,E:\football_v\104_MARKET_SENTIMENT_FUSION_ENGINE\module.py
C,测试验证,E:\football_v\105_HANDICAP_VALUE_DECISION_ENGINE\module.py
B,整理后迁移,E:\football_v\106_REAL_ODDS_HISTORY_ENGINE\module.py
C,测试验证,E:\football_v\107_MARKET_PATTERN_RECOGNITION_ENGINE\module.py
C,测试验证,E:\football_v\108_SMART_HANDICAP_ENGINE\module.py
C,测试验证,E:\football_v\109_VALUE_BET_SELECTION_ENGINE\module.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_parameter_learning.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_strategy_selector.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\ai_strategy_reasoning_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\approval_workflow.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\architecture_health_checker.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v2.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v3.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_experiment_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_recovery_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_upgrade_manager.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\change_risk_assessor.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\continuous_improvement_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_logger.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_quality_analyzer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dependency_validator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dynamic_weight_adjuster.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_analysis_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_rate_calculator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_trend_detector.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_controller.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_decision_brain.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_governance_manager.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_intelligence_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_knowledge_reasoner.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_memory.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_memory_index.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_pattern_analyzer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_report_generator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\experience_pattern_miner.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\experience_repository.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\failure_prediction_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\feature_self_optimizer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\football_reasoning_core.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\future_risk_simulator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\historical_case_analyzer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_gate_v2.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_v1.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_dashboard_api.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\intelligence_connector.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\intelligent_task_allocator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_graph_builder.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_relation_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_retrieval_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_snapshot.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_cycle_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_effect_tracker.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\market_reasoning_engine.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_change_tracker.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\module_consistency_checker.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\monthly_performance_analyzer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\multi_cycle_learning_engine.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_history.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_priority_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_result_predictor.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_strategy_generator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_v1.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\parameter_effect_analyzer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\parameter_tuner.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\release_validator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\risk_gate.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\rollback_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\safe_upgrade_executor.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\scenario_test_generator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\self_audit_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_confidence_evaluator.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_evolution_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_selection_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\system_brain.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\system_restore_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tactical_reasoning_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\time_window_analyzer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_decision_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_history_repository.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_policy_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_simulation_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\version_control_manager.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\virtual_validation_engine.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\weekly_evolution_analyzer.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_hil_v1\__init__.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.2_checkpoint.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.4_checkpoint.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.6_checkpoint.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.8_approval.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.8_checkpoint.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v3.0_approval.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v3.0_checkpoint.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\autonomous_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\cognitive_intelligence_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_decision_config.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_governance_config.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_intelligence_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_knowledge_config.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_memory_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_simulation_config.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_upgrade_config.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\human_approval_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\human_approval_gate_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\optimization_strategy_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\recovery_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\self_audit_config.json
D,归档,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\strategy_reasoning_config.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\upgrade_config.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.2_batch_report.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.4_batch_report.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.6_batch_report.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.8_batch_report.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v3.0_batch_report.json
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_hil_v1_0_full_test.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_6_full_test.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_2_batch_full_test.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_6_batch_full_test.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\compile_check.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\conftest.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\human_approval_v1_2_full_test.py
B,整理后迁移,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_autonomous_compatibility.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_phase2_connection.py
C,测试验证,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_phase2_full_system.py
C,测试验证,E:\football_v\10_INTEGRATION_LAYER\runtime\integration_test.db
C,测试验证,E:\football_v\10_INTEGRATION_LAYER\service\integration_service.py
B,整理后迁移,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
C,测试验证,E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py
B,整理后迁移,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_report\market_report.py
B,整理后迁移,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_sentiment_engine\sentiment.py
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\money_flow_engine\money_flow.py
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\odds_analysis\odds_analyzer.py
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\registry\market_registry.json
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\reports\market_deploy_report.json
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\reports\market_test_report.json
C,测试验证,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\risk_adjustment_engine\risk_adjuster.py
C,测试验证,E:\football_v\110_FINAL_MARKET_DECISION_ENGINE\module.py
B,整理后迁移,E:\football_v\111_ADVANCED_FEATURE_ENGINE\module.py
C,测试验证,E:\football_v\112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py
C,测试验证,E:\football_v\113_PLAYER_IMPACT_ANALYSIS_ENGINE\module.py
C,测试验证,E:\football_v\114_MATCH_CONTEXT_ENGINE\module.py
C,测试验证,E:\football_v\115_AI_FORECAST_ENHANCEMENT_ENGINE\module.py
C,测试验证,E:\football_v\116_REAL_MATCH_PIPELINE\module.py
C,测试验证,E:\football_v\117_FEATURE_AUTO_GENERATOR\module.py
C,测试验证,E:\football_v\118_MODEL_INFERENCE_SERVICE\module.py
C,测试验证,E:\football_v\119_PREDICTION_OUTPUT_SERVICE\module.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\api_gateway\gateway.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\data_router\data_router.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\decision_router\decision_router.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\logging_center\logger.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\orchestrator_core\orchestrator.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\pipeline_manager\pipeline.py
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\registry\orchestration_registry.json
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\reports\orchestration_deploy_report.json
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\reports\orchestration_test_report.json
C,测试验证,E:\football_v\11_AI_ORCHESTRATION_LAYER\workflow_engine\workflow.py
A,核心资产，优先迁移,E:\football_v\11_SIMULATION_LAYER\engine\match_simulation_engine_V2.7.1.py
A,核心资产，优先迁移,E:\football_v\11_SIMULATION_LAYER\engine\match_simulation_engine_V2.7.py
C,测试验证,E:\football_v\11_SIMULATION_LAYER\input\match_input.json
C,测试验证,E:\football_v\11_SIMULATION_LAYER\output\simulation_result.json
C,测试验证,E:\football_v\11_SIMULATION_LAYER\reports\simulation_report.json
C,测试验证,E:\football_v\11_SIMULATION_LAYER\runtime\simulation_runtime.db
C,测试验证,E:\football_v\11_System_Intelligence\accuracy_report.py
C,测试验证,E:\football_v\11_System_Intelligence\adaptive_feedback.py
C,测试验证,E:\football_v\11_System_Intelligence\agent_fusion_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\agent_manager.py
C,测试验证,E:\football_v\11_System_Intelligence\ai_prediction_os.py
C,测试验证,E:\football_v\11_System_Intelligence\backtest_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\bankroll_manager.py
C,测试验证,E:\football_v\11_System_Intelligence\beidan_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\betting_recommendation_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\bet_strategy_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\capital_flow_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\capital_sentiment.py
C,测试验证,E:\football_v\11_System_Intelligence\confidence_calibrator.py
C,测试验证,E:\football_v\11_System_Intelligence\confidence_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\confidence_tracker.py
C,测试验证,E:\football_v\11_System_Intelligence\decision_api.py
C,测试验证,E:\football_v\11_System_Intelligence\decision_context.py
B,整理后迁移,E:\football_v\11_System_Intelligence\decision_fusion.py
C,测试验证,E:\football_v\11_System_Intelligence\decision_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\decision_reasoner.py
C,测试验证,E:\football_v\11_System_Intelligence\dixon_coles_model.py
B,整理后迁移,E:\football_v\11_System_Intelligence\dixon_coles_trainer.py
C,测试验证,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\elo_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\elo_trainer.py
C,测试验证,E:\football_v\11_System_Intelligence\error_analysis_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\evolution_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\evolution_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\fatigue_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\feature_engineering.py
C,测试验证,E:\football_v\11_System_Intelligence\feedback_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\football_ai_report.py
C,测试验证,E:\football_v\11_System_Intelligence\football_ai_runtime.py
C,测试验证,E:\football_v\11_System_Intelligence\form_analysis_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\handicap_trap_detector.py
C,测试验证,E:\football_v\11_System_Intelligence\historical_match_loader.py
C,测试验证,E:\football_v\11_System_Intelligence\home_away_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\injury_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\intelligence_controller.py
C,测试验证,E:\football_v\11_System_Intelligence\intelligence_feedback_loop.py
B,整理后迁移,E:\football_v\11_System_Intelligence\intelligence_fusion_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\intelligence_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\intelligence_report.py
C,测试验证,E:\football_v\11_System_Intelligence\intelligence_router.py
C,测试验证,E:\football_v\11_System_Intelligence\intelligence_scheduler.py
C,测试验证,E:\football_v\11_System_Intelligence\intelligence_weight_manager.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_embedding.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_graph.py
B,整理后迁移,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_node.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_optimizer.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_profile.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_query_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_reasoner.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_relation.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_relation_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\knowledge_update_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\learning_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\learning_scheduler.py
C,测试验证,E:\football_v\11_System_Intelligence\les_advanced.py
C,测试验证,E:\football_v\11_System_Intelligence\les_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\lineup_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\market_agent.py
C,测试验证,E:\football_v\11_System_Intelligence\market_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\match_feature_store.py
B,整理后迁移,E:\football_v\11_System_Intelligence\match_prediction_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\match_simulator.py
C,测试验证,E:\football_v\11_System_Intelligence\memory_adapter.py
B,整理后迁移,E:\football_v\11_System_Intelligence\model_accuracy_memory.py
B,整理后迁移,E:\football_v\11_System_Intelligence\model_adjustment_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\model_conflict_detector.py
C,测试验证,E:\football_v\11_System_Intelligence\model_fusion_core.py
C,测试验证,E:\football_v\11_System_Intelligence\model_observer.py
C,测试验证,E:\football_v\11_System_Intelligence\model_optimizer.py
C,测试验证,E:\football_v\11_System_Intelligence\model_weight_optimizer.py
C,测试验证,E:\football_v\11_System_Intelligence\monte_carlo_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\odds_movement.py
D,归档,E:\football_v\11_System_Intelligence\parlay_strategy.py
C,测试验证,E:\football_v\11_System_Intelligence\performance_tracker.py
C,测试验证,E:\football_v\11_System_Intelligence\poisson_model.py
B,整理后迁移,E:\football_v\11_System_Intelligence\poisson_trainer.py
C,测试验证,E:\football_v\11_System_Intelligence\prediction_agent.py
C,测试验证,E:\football_v\11_System_Intelligence\prediction_evaluator.py
C,测试验证,E:\football_v\11_System_Intelligence\prediction_report.py
C,测试验证,E:\football_v\11_System_Intelligence\prediction_report_generator.py
B,整理后迁移,E:\football_v\11_System_Intelligence\probability_fusion_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\probability_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\profit_tracker.py
C,测试验证,E:\football_v\11_System_Intelligence\reasoning_agent.py
C,测试验证,E:\football_v\11_System_Intelligence\reasoning_context.py
C,测试验证,E:\football_v\11_System_Intelligence\reasoning_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\reasoning_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\reasoning_rules.py
D,归档,E:\football_v\11_System_Intelligence\result_collector.py
C,测试验证,E:\football_v\11_System_Intelligence\risk_agent.py
C,测试验证,E:\football_v\11_System_Intelligence\risk_detector.py
C,测试验证,E:\football_v\11_System_Intelligence\risk_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\risk_memory.py
C,测试验证,E:\football_v\11_System_Intelligence\risk_report.py
C,测试验证,E:\football_v\11_System_Intelligence\rule_optimizer.py
C,测试验证,E:\football_v\11_System_Intelligence\score_distribution_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\score_prediction_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\score_probability_table.py
B,整理后迁移,E:\football_v\11_System_Intelligence\self_learning_engine.py
D,归档,E:\football_v\11_System_Intelligence\single_strategy.py
C,测试验证,E:\football_v\11_System_Intelligence\sp_probability_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\strategy_agent.py
C,测试验证,E:\football_v\11_System_Intelligence\strategy_mutator.py
C,测试验证,E:\football_v\11_System_Intelligence\system_analyzer.py
C,测试验证,E:\football_v\11_System_Intelligence\system_brain.py
C,测试验证,E:\football_v\11_System_Intelligence\system_exporter.py
C,测试验证,E:\football_v\11_System_Intelligence\team_feature_builder.py
C,测试验证,E:\football_v\11_System_Intelligence\team_strength_engine.py
C,测试验证,E:\football_v\11_System_Intelligence\true_probability_calculator.py
C,测试验证,E:\football_v\11_System_Intelligence\value_detector.py
C,测试验证,E:\football_v\11_System_Intelligence\weight_learning_engine.py
B,整理后迁移,E:\football_v\11_System_Intelligence\xgboost_predictor.py
B,整理后迁移,E:\football_v\11_System_Intelligence\xgboost_trainer.py
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_10_confidence_report.json
C,测试验证,E:\football_v\11_System_Intelligence\reports\phase3_11_knowledge_graph_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_12_probability_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_13_market_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_14_prediction_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_15_runtime_report.json
C,测试验证,E:\football_v\11_System_Intelligence\reports\phase3_2_memory_bridge_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_3_reasoning_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_4_decision_fusion_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_5_controller_upgrade_report.json
C,测试验证,E:\football_v\11_System_Intelligence\reports\phase3_6_self_learning_report.json
C,测试验证,E:\football_v\11_System_Intelligence\reports\phase3_7_evolution_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_8_knowledge_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase3_9_risk_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase4_1_prediction_core_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase4_2_team_intelligence_report.json
