layers,classes,file,functions
DECISION|PREDICTION,LexerMeta|Lexer|DelegatingLexer|include|_inherit|combined|_PseudoMatch|_This|default|words|RegexLexerMeta|RegexLexer|LexerContext|ExtendedRegexLexer|ProfilingRegexLexerMeta|ProfilingRegexLexer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,bygroups|using|do_insertions|__new__|__init__|__repr__|add_filter|analyse_text|_preprocess_lexer_input|get_tokens|get_tokens_unprocessed|__init__|get_tokens_unprocessed|__repr__|__new__|__init__|__init__|start|end|group|groups|groupdict|callback|__init__|__init__|get|_process_regex|_process_token|_process_new_state|_process_state|process_tokendef|get_tokendefs|__call__|get_tokens_unprocessed|__init__|__repr__|get_tokens_unprocessed|_process_regex|get_tokens_unprocessed|streamer|callback|callback|match_func
DECISION,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py,make_charset|regex_opt_inner|regex_opt
RUNTIME,EndOfText|Scanner,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py,__init__|eos|check|test|scan|get_char|__repr__
DECISION,PygmentsDoc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py,setup|run|document_lexers_overview|document_lexers|document_formatters|document_filters|format_link|write_row|write_seperator
PREDICTION,_TokenType,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py,is_token_subtype|string_to_tokentype|split|__init__|__contains__|__getattr__|__repr__|__copy__|__deepcopy__
DECISION|PREDICTION,ClassNotFound|OptionError|Future|UnclosingTextIOWrapper,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py,get_choice_opt|get_bool_opt|get_int_opt|get_list_opt|docstring_headline|make_analysator|shebang_matches|doctype_matches|html_doctype_matches|looks_like_xml|surrogatepair|format_lines|duplicates_removed|guess_decode|guess_decode_from_terminal|terminal_encoding|text_analyse|get|close
PREDICTION,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py,lex|format|highlight
DECISION|PREDICTION,CodeTagFilter|SymbolFilter|KeywordCaseFilter|NameHighlightFilter|ErrorToken|RaiseOnErrorTokenFilter|VisibleWhitespaceFilter|GobbleFilter|TokenMergeFilter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,find_filter_class|get_filter_by_name|get_all_filters|_replace_special|__init__|filter|__init__|filter|__init__|filter|__init__|filter|__init__|filter|__init__|filter|__init__|gobble|filter|__init__|filter|replacefunc
PREDICTION,BBCodeFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py,__init__|_make_styles|format_unencoded
PREDICTION,GroffFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py,__init__|_make_styles|_define_colors|_write_lineno|_wrap_line|_escape_chars|format_unencoded
DECISION|PREDICTION|RUNTIME,HtmlFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py,escape_html|webify|_get_ttype_class|__init__|_get_css_class|_get_css_classes|_get_css_inline_styles|_create_stylesheet|get_style_defs|get_token_style_defs|get_background_style_defs|get_linenos_style_defs|get_css_prefix|_pre_style|_linenos_style|_linenos_special_style|_decodeifneeded|_wrap_full|_wrap_tablelinenos|_wrap_inlinelinenos|_wrap_lineanchors|_wrap_linespans|_wrap_div|_wrap_pre|_wrap_code|_translate_parts|_format_lines|_lookup_ctag|_highlight_lines|wrap|format_unencoded|prefix
DECISION|PREDICTION,PilNotAvailable|FontNotFound|FontManager|ImageFormatter|GifImageFormatter|JpgImageFormatter|BmpImageFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,__init__|_get_nix_font_path|_create_nix|_get_mac_font_path|_create_mac|_lookup_win|_create_win|get_char_size|get_text_size|get_font|get_style|__init__|get_style_defs|_get_line_height|_get_line_y|_get_char_width|_get_char_x|_get_text_pos|_get_linenumber_pos|_get_text_color|_get_text_bg_color|_get_style_font|_get_image_size|_draw_linenumber|_draw_text|_create_drawables|_draw_line_numbers|_paint_line_number_bg|format
DECISION|PREDICTION,IRCFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py,ircformat|__init__|_write_lineno|format_unencoded
DECISION|PREDICTION,LatexFormatter|LatexEmbeddedLexer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,escape_tex|_get_ttype_name|__init__|_create_stylesheet|get_style_defs|format_unencoded|__init__|get_tokens_unprocessed|_find_safe_escape_tokens|_filter_to|_find_escape_tokens|rgbcolor
DECISION|PREDICTION,NullFormatter|RawTokenFormatter|TestcaseFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,format|__init__|format|__init__|format|write|flush
PREDICTION,PangoMarkupFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py,escape_special_chars|__init__|format_unencoded
PREDICTION,RtfFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,__init__|_escape|_escape_text|hex_to_rtf_color|_split_tokens_on_newlines|_create_color_mapping|_lineno_template|_hl_open_str|_rtf_header|format_unencoded
PREDICTION,SvgFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,escape_html|__init__|format_unencoded|_get_style
DECISION|PREDICTION,TerminalFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py,__init__|format|_write_lineno|_get_color|format_unencoded
PREDICTION,EscapeSequence|Terminal256Formatter|TerminalTrueColorFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,__init__|escape|color_string|true_color_string|reset_string|__init__|_build_color_table|_closest_color|_color_index|_setup_styles|_write_lineno|format|format_unencoded|_build_color_table|_color_tuple|_setup_styles
PREDICTION,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py,
DECISION,_automodule,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,_fn_matches|_load_formatters|get_all_formatters|find_formatter_class|get_formatter_by_name|load_formatter_from_file|get_formatter_for_filename|__getattr__
DECISION|PREDICTION|RUNTIME,PythonLexer|Python2Lexer|_PythonConsoleLexerBase|PythonConsoleLexer|PythonTracebackLexer|Python2TracebackLexer|CythonLexer|DgLexer|NumPyLexer|_ReplaceInnerCode,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,innerstring_rules|fstring_rules|analyse_text|innerstring_rules|analyse_text|__init__|get_tokens_unprocessed|analyse_text|__init__
PREDICTION|REPORT|RUNTIME,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py,
DECISION|PREDICTION,_automodule,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,_fn_matches|_load_lexers|get_all_lexers|find_lexer_class|find_lexer_class_by_name|get_lexer_by_name|load_lexer_from_file|find_lexer_class_for_filename|get_lexer_for_filename|get_lexer_for_mimetype|_iter_lexerclasses|guess_lexer_for_filename|guess_lexer|get_rating|type_sort|__getattr__
DECISION|PREDICTION|REPORT,BackendUnavailable|HookMissing|UnsupportedOperation|BuildBackendHookCaller|SubprocessRunner,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,write_json|read_json|default_subprocess_runner|quiet_subprocess_runner|norm_and_check|__init__|__init__|__init__|__init__|subprocess_runner|_supported_features|get_requires_for_build_wheel|prepare_metadata_for_build_wheel|build_wheel|get_requires_for_build_editable|prepare_metadata_for_build_editable|build_editable|get_requires_for_build_sdist|build_sdist|_call_hook|__call__
PREDICTION|REPORT,BackendUnavailable|HookMissing|_BackendPathFinder|_DummyException|GotUnsupportedOperation,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,write_json|read_json|_build_backend|_supported_features|get_requires_for_build_wheel|get_requires_for_build_editable|prepare_metadata_for_build_wheel|prepare_metadata_for_build_editable|_dist_info_files|_get_wheel_metadata_from_wheel|_find_already_built_wheel|build_wheel|build_editable|get_requires_for_build_sdist|build_sdist|main|__init__|__init__|__init__|find_spec|__init__|find_distributions
DECISION,BaseAdapter|HTTPAdapter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,_urllib3_request_context|__init__|send|close|__init__|__getstate__|__setstate__|init_poolmanager|proxy_manager_for|cert_verify|build_response|build_connection_pool_key_attributes|get_connection_with_tls_context|get_connection|close|request_url|add_headers|proxy_headers|send|SOCKSProxyManager
REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,request|get|options|head|post|put|patch|delete
REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py,_resolve_char_detection
PREDICTION|RUNTIME,MockRequest|MockResponse|CookieConflictError|RequestsCookieJar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,extract_cookies_to_jar|get_cookie_header|remove_cookie_by_name|_copy_cookie_jar|create_cookie|morsel_to_cookie|cookiejar_from_dict|merge_cookies|__init__|get_type|get_host|get_origin_req_host|get_full_url|is_unverifiable|has_header|get_header|add_header|add_unredirected_header|get_new_headers|unverifiable|origin_req_host|host|__init__|info|getheaders|get|set|iterkeys|keys|itervalues|values|iteritems|items|list_domains|list_paths|multiple_domains|get_dict|__contains__|__getitem__|__setitem__|__delitem__|set_cookie|update|_find|_find_no_duplicates|__getstate__|__setstate__|copy|get_policy
REPORT,RequestException|InvalidJSONError|JSONDecodeError|HTTPError|ConnectionError|ProxyError|SSLError|Timeout|ConnectTimeout|ReadTimeout|URLRequired|TooManyRedirects|MissingSchema|InvalidSchema|InvalidURL|InvalidHeader|InvalidProxyURL|ChunkedEncodingError|ContentDecodingError|StreamConsumedError|RetryError|UnrewindableBodyError|RequestsWarning|FileModeWarning|RequestsDependencyWarning,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,__init__|__init__|__reduce__
DECISION|REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,_implementation|info|main
DECISION|PREDICTION|REPORT|RUNTIME,RequestEncodingMixin|RequestHooksMixin|Request|PreparedRequest|Response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,path_url|_encode_params|_encode_files|register_hook|deregister_hook|__init__|__repr__|prepare|__init__|prepare|__repr__|copy|prepare_method|_get_idna_encoded_host|prepare_url|prepare_headers|prepare_body|prepare_content_length|prepare_auth|prepare_cookies|prepare_hooks|__init__|__enter__|__exit__|__getstate__|__setstate__|__repr__|__bool__|__nonzero__|__iter__|ok|is_redirect|is_permanent_redirect|next|apparent_encoding|iter_content|iter_lines|content|text|json|links|raise_for_status|close|generate
REPORT|RUNTIME,SessionRedirectMixin|Session,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,merge_setting|merge_hooks|session|get_redirect_target|should_strip_auth|resolve_redirects|rebuild_auth|rebuild_proxies|rebuild_method|__init__|__enter__|__exit__|prepare_request|request|get|options|head|post|put|patch|delete|send|merge_environment_settings|get_adapter|close|mount|__getstate__|__setstate__
DECISION|REPORT|RUNTIME,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py,_init|doc
REPORT,CaseInsensitiveDict|LookupDict,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py,__init__|__setitem__|__getitem__|__delitem__|__iter__|__len__|lower_items|__eq__|copy|__repr__|__init__|__repr__|__getitem__|get
DECISION|PREDICTION|REPORT|RUNTIME,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,dict_to_sequence|super_len|get_netrc_auth|guess_filename|extract_zipped_paths|atomic_open|from_key_val_list|to_key_val_list|parse_list_header|parse_dict_header|unquote_header_value|dict_from_cookiejar|add_dict_to_cookiejar|get_encodings_from_content|_parse_content_type_header|get_encoding_from_headers|stream_decode_response_unicode|iter_slices|get_unicode_from_response|unquote_unreserved|requote_uri|address_in_network|dotted_netmask|is_ipv4_address|is_valid_cidr|set_environ|should_bypass_proxies|get_environ_proxies|select_proxy|resolve_proxies|default_user_agent|default_headers|parse_header_links|guess_json_utf|prepend_scheme_if_needed|get_auth_from_url|check_header_validity|_validate_header_part|urldefragauth|rewind_body|proxy_bypass_registry|proxy_bypass|get_proxy
REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py,check_compatibility|_check_cryptography
DECISION|PREDICTION|REPORT,AbstractProvider|AbstractResolver,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,identify|get_preference|find_matches|is_satisfied_by|get_dependencies|__init__|resolve
DECISION|REPORT,BaseReporter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py,starting|starting_round|ending_round|ending|adding_requirement|resolving_conflicts|rejecting_candidate|pinning
DECISION|PREDICTION|REPORT|RUNTIME,ResolverException|RequirementsConflicted|InconsistentCandidate|Criterion|ResolutionError|ResolutionImpossible|ResolutionTooDeep|Resolution|Resolver,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,_has_route_to_root|_build_result|__init__|__str__|__init__|__str__|__init__|__repr__|iter_requirement|iter_parent|__init__|__init__|__init__|state|_push_new_state|_add_to_criteria|_remove_information_from_criteria|_get_preference|_is_current_pin_satisfying|_get_updated_criteria|_attempt_to_pin_criterion|_backjump|resolve|resolve|_patch_criteria
REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py,
PREDICTION,Align|VerticalCenter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py,__init__|__repr__|left|center|right|__rich_console__|__rich_measure__|__init__|__repr__|__rich_console__|__rich_measure__|generate_segments|blank_lines|blank_lines
PREDICTION,_AnsiToken|AnsiDecoder,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py,_ansi_tokenize|__init__|decode|decode_line|read
PREDICTION,Bar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\bar.py,__init__|__repr__|__rich_console__|__rich_measure__
DECISION,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\cells.py,cached_cell_len|cell_len|get_character_cell_size|set_cell_size|chop_cells
PREDICTION,ColorSystem|ColorType|ColorParseError|Color,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color.py,parse_rgb_hex|blend_rgb|__repr__|__str__|__repr__|__rich__|__rich_repr__|system|is_system_defined|is_default|get_truecolor|from_ansi|from_triplet|from_rgb|default|parse|get_ansi_codes|downgrade
PREDICTION,Columns,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\columns.py,__init__|add_renderable|__rich_console__|iter_renderables
DECISION|PREDICTION|REPORT|RUNTIME,NoChange|ConsoleDimensions|ConsoleOptions|RichCast|ConsoleRenderable|CaptureError|NewLine|ScreenUpdate|Capture|ThemeContext|PagerContext|ScreenContext|Group|ConsoleThreadLocals|RenderHook|Console,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,group|_is_jupyter|get_windows_console_features|detect_legacy_windows|_svg_hash|ascii_only|copy|update|update_width|update_height|reset_height|update_dimensions|__rich__|__rich_console__|__init__|__rich_console__|__init__|__rich_console__|__init__|__enter__|__exit__|get|__init__|__enter__|__exit__|__init__|__enter__|__exit__|__init__|update|__enter__|__exit__|__init__|renderables|__rich_measure__|__rich_console__|decorator|process_renderables|__init__|__repr__|file|file|_buffer|_buffer_index|_buffer_index|_theme_stack|_detect_color_system|_enter_buffer|_exit_buffer|set_live|clear_live|push_render_hook|pop_render_hook|__enter__|__exit__|begin_capture|end_capture|push_theme|pop_theme|use_theme|color_system|encoding|is_terminal|is_dumb_terminal|options|size|size|width|width|height|height|bell|capture|pager|line|clear|status|show_cursor|set_alt_screen|is_alt_screen|set_window_title|screen|measure|render|render_lines|render_str|get_style|_collect_renderables|rule|control|out|print|print_json|update_screen|update_screen_lines|print_exception|_caller_frame_info|log|on_broken_pipe|_check_buffer|_write_buffer|_render_buffer|input|export_text|save_text|export_html|save_html|export_svg|save_svg|_replace|check_text|get_svg_style|escape_text|make_tag|align_append|stringify
PREDICTION,Constrain,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py,__init__|__rich_console__|__rich_measure__
PREDICTION,Renderables|Lines,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\containers.py,__init__|__rich_console__|__rich_measure__|append|__iter__|__init__|__repr__|__iter__|__getitem__|__getitem__|__getitem__|__setitem__|__len__|__rich_console__|append|extend|pop|justify
DECISION|PREDICTION,Control,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\control.py,strip_control_codes|escape_control_codes|__init__|bell|home|move|move_to_column|move_to|clear|show_cursor|alt_screen|title|__str__|__rich_console__|get_codes
DECISION|REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py,
REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,report
PREDICTION,NoEmoji|Emoji,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py,__init__|replace|__repr__|__str__|__rich_console__
REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py,_to_str|pick_unit_and_suffix|decimal
PREDICTION,FileProxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py,__init__|rich_proxied_file|__getattr__|write|flush|fileno
REPORT,Highlighter|NullHighlighter|RegexHighlighter|ReprHighlighter|JSONHighlighter|ISO8601Highlighter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py,_combine_regex|__call__|highlight|highlight|highlight|highlight
REPORT,JSON,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\json.py,__init__|from_data|__rich__
PREDICTION|REPORT,LayoutRender|LayoutError|NoSplitter|_Placeholder|Splitter|RowSplitter|ColumnSplitter|Layout,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\layout.py,__init__|__rich_console__|get_tree_icon|divide|get_tree_icon|divide|get_tree_icon|divide|__init__|__rich_repr__|renderable|children|map|get|__getitem__|tree|split|add_split|split_row|split_column|unsplit|update|refresh_screen|_make_region_map|render|__rich_console__|summary|recurse
DECISION|PREDICTION,_RefreshThread|Live,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py,__init__|stop|run|__init__|is_started|get_renderable|start|stop|__enter__|__exit__|_enable_redirect_io|_disable_redirect_io|renderable|update|refresh|process_renderables
PREDICTION,LiveRender,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py,__init__|set_renderable|position_cursor|restore_cursor|__rich_console__
PREDICTION|REPORT,RichHandler,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\logging.py,__init__|get_level_text|emit|render_message|render|divide
PREDICTION,Tag,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\markup.py,escape|_parse|render|__str__|markup|escape_backslashes|pop_style
PREDICTION,Padding,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\padding.py,__init__|indent|unpack|__repr__|__rich_console__|__rich_measure__
PREDICTION,Panel,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\panel.py,__init__|fit|_title|_subtitle|__rich_console__|__rich_measure__|align_text
PREDICTION,Pretty|Node|_Line|BrokenRepr|StockKeepingUnit|Thing|RichFormatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py,_is_attr_object|_get_attr_fields|_is_dataclass_repr|_has_default_namedtuple_repr|_ipy_display_hook|_safe_isinstance|install|_get_braces_for_defaultdict|_get_braces_for_deque|_get_braces_for_array|is_expandable|_is_namedtuple|traverse|pretty_repr|pprint|display_hook|__init__|__rich_console__|__rich_measure__|iter_tokens|check_length|__str__|render|expandable|check_length|expand|__str__|to_repr|_traverse|iter_rich_args|__repr__|__repr__|__call__|iter_attrs
PREDICTION|RUNTIME,_TrackThread|_Reader|_ReadContext|ProgressColumn|RenderableColumn|SpinnerColumn|TextColumn|BarColumn|TimeElapsedColumn|TaskProgressColumn|TimeRemainingColumn|FileSizeColumn|TotalFileSizeColumn|MofNCompleteColumn|DownloadColumn|TransferSpeedColumn|ProgressSample|Task|Progress,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,track|wrap_file|open|open|open|__init__|run|__enter__|__exit__|__init__|__enter__|__exit__|__iter__|__next__|closed|fileno|isatty|mode|name|readable|seekable|writable|read|readinto|readline|readlines|close|seek|tell|write|writelines|__init__|__enter__|__exit__|__init__|get_table_column|__call__|render|__init__|render|__init__|set_spinner|render|__init__|render|__init__|render|render|__init__|render_speed|render|__init__|render|render|render|__init__|render|__init__|render|render|get_time|started|remaining|elapsed|finished|percentage|speed|time_remaining|_reset|__init__|get_default_columns|console|tasks|task_ids|finished|start|stop|__enter__|__exit__|track|wrap_file|open|open|open|start_task|stop_task|update|reset|advance|refresh|get_renderable|get_renderables|make_tasks_table|__rich__|add_task|remove_task
PREDICTION,ProgressBar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py,__init__|__repr__|percentage_completed|_get_pulse_segments|update|_render_pulse|__rich_console__|__rich_measure__
DECISION|PREDICTION,PromptError|InvalidResponse|PromptBase|Prompt|IntPrompt|FloatPrompt|Confirm,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py,__init__|__rich__|__init__|ask|ask|ask|render_default|make_prompt|get_input|check_choice|process_response|on_validate_error|pre_prompt|__call__|__call__|__call__|render_default|process_response
PREDICTION,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py,is_renderable|rich_cast
PREDICTION,ReprError|Foo,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\repr.py,auto|auto|auto|rich_repr|rich_repr|rich_repr|do_replace|auto_repr|auto_rich_repr|__rich_repr__
PREDICTION,Rule,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\rule.py,__init__|__repr__|__rich_console__|_rule_line|__rich_measure__
PREDICTION,Screen,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\screen.py,__init__|__rich_console__
PREDICTION,ControlType|Segment|Segments|SegmentLines,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py,cell_length|__rich_repr__|__bool__|is_control|_split_cells|split_cells|line|apply_style|filter_control|split_lines|split_and_crop_lines|adjust_line_length|get_line_length|get_shape|set_shape|align_top|align_bottom|align_middle|simplify|strip_links|strip_styles|remove_color|divide|__init__|__rich_console__|__init__|__rich_console__
PREDICTION,Spinner,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py,__init__|__rich_console__|__rich_measure__|render|update
PREDICTION,_Bit|Style|StyleStack,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\style.py,__init__|__get__|__init__|null|from_color|from_meta|on|link_id|__str__|__bool__|_make_ansi_codes|normalize|pick_first|__rich_repr__|__eq__|__ne__|__hash__|color|bgcolor|link|transparent_background|background_style|meta|without_color|parse|get_html_style|combine|chain|copy|clear_meta_and_links|update_link|render|test|_add|__add__|__init__|__repr__|current|push|pop|_make_color
PREDICTION,Styled,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\styled.py,__init__|__rich_console__|__rich_measure__
PREDICTION,SyntaxTheme|PygmentsSyntaxTheme|ANSISyntaxTheme|_SyntaxHighlightRange|Syntax,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py,_get_code_index_for_syntax_position|get_style_for_token|get_background_style|__init__|get_style_for_token|get_background_style|__init__|get_style_for_token|get_background_style|get_theme|__init__|from_path|guess_lexer|_get_base_style|_get_token_color|lexer|default_lexer|highlight|stylize_range|_get_line_numbers_color|_numbers_column_width|_get_number_styles|__rich_measure__|__rich_console__|_get_syntax|_apply_stylized_ranges|_process_code|line_tokenize|tokens_to_spans
PREDICTION,Column|Row|_Cell|Table,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py,copy|cells|flexible|__init__|grid|expand|expand|_extra_width|row_count|get_row_style|__rich_measure__|padding|padding|add_column|add_row|add_section|__rich_console__|_calculate_column_widths|_collapse_widths|_get_cells|_get_padding_width|_measure_column|_render|add_cell|render_annotation|get_padding|header|align_cell
REPORT,TerminalTheme,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py,__init__
PREDICTION,Span|Text,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py,__repr__|__bool__|split|move|right_crop|extend|__init__|__len__|__bool__|__str__|__repr__|__add__|__eq__|__contains__|__getitem__|cell_len|markup|from_markup|from_ansi|styled|assemble|plain|plain|spans|spans|blank_copy|copy|stylize|stylize_before|apply_meta|on|remove_suffix|get_style_at_offset|extend_style|highlight_regex|highlight_words|rstrip|rstrip_end|set_length|__rich_console__|__rich_measure__|render|join|expand_tabs|truncate|_trim_spans|pad|pad_left|pad_right|align|append|append_text|append_tokens|copy_styles|split|divide|right_crop|wrap|fit|detect_indentation|with_indent_guides|get_text_at|get_current_style|iter_text|flatten_spans
DECISION|PREDICTION|REPORT,Frame|_SyntaxError|Stack|Trace|PathHighlighter|Traceback,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,install|excepthook|ipy_excepthook_closure|__init__|from_exception|extract|__rich_console__|_render_syntax_error|_guess_lexer|_render_stack|bar|foo|error|ipy_show_traceback|ipy_display_traceback|safe_str|read_code|render_locals|get_locals
PREDICTION,Tree,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\tree.py,__init__|add|__rich_console__|__rich_measure__|make_guide
DECISION|PREDICTION|RUNTIME,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,
PREDICTION,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py,get_fileno
PREDICTION|REPORT,Inspect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py,_first_paragraph|get_object_types_mro|get_object_types_mro_as_strings|is_object_one_of_types|__init__|_make_title|__rich__|_get_signature|_render|_get_formatted_doc|sort_items|safe_getattr
PREDICTION,LogRender,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py,__init__|__call__
PREDICTION,Edge|E,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py,ratio_resolve|ratio_reduce|ratio_distribute
PREDICTION,LegacyWindowsError|WindowsCoordinates|CONSOLE_SCREEN_BUFFER_INFO|CONSOLE_CURSOR_INFO|LegacyWindowsTerm,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py,GetStdHandle|GetConsoleMode|FillConsoleOutputCharacter|FillConsoleOutputAttribute|SetConsoleTextAttribute|GetConsoleScreenBufferInfo|SetConsoleCursorPosition|GetConsoleCursorInfo|SetConsoleCursorInfo|SetConsoleTitle|from_param|__init__|cursor_position|screen_size|write_text|write_styled|move_cursor_to|erase_line|erase_end_of_line|erase_start_of_line|move_cursor_up|move_cursor_down|move_cursor_forward|move_cursor_to_column|move_cursor_backward|hide_cursor|show_cursor|set_title|_get_cursor_size
PREDICTION|REPORT,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py,get_console|reconfigure|print|print_json|inspect
PREDICTION,ColorBox,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py,make_test_card|__rich_console__|__rich_measure__|comparison
